HAPPINESS,AGE,INCOME,EDUCATION,MARITAL_STATUS,GENDER,EMPLOYMENT_STATUS,HEALTH,RELIGION,SOCIAL_CONTACT,POLITICAL_VIEWS
Very Happy,,23118.0,12.0,,Female,Retired,Fair,,12.0,Moderate
Very Happy,24.0,100586.0,13.0,,Female,Retired,Excellent,Religious,11.0,Liberal
Pretty Happy,36.0,57938.0,8.0,Married,Female,Employed,Excellent,Religious,10.0,Liberal
Pretty Happy,18.0,133515.0,8.0,Single,Female,Retired,Fair,Religious,17.0,Liberal
,18.0,98787.0,16.0,Single,Female,Employed,Good,Religious,14.0,Conservative
Pretty Happy,59.0,143439.0,10.0,Single,Female,Student,Good,Not Religious,17.0,
Pretty Happy,31.0,98694.0,11.0,Married,Female,Employed,Excellent,Religious,11.0,Moderate
Very Happy,68.0,72094.0,8.0,Married,Female,Employed,Excellent,Religious,10.0,Liberal
Pretty Happy,64.0,55739.0,16.0,Married,Male,,Good,Not Religious,,Conservative
Very Happy,52.0,141789.0,15.0,Single,Male,Employed,Fair,Not Religious,7.0,Moderate
Not Too Happy,55.0,86929.0,9.0,Married,Female,Employed,,Religious,5.0,Moderate
,69.0,22796.0,15.0,Divorced,Female,Employed,Good,,19.0,Liberal
Pretty Happy,77.0,41833.0,14.0,Married,,Employed,Excellent,Not Religious,7.0,Moderate
Pretty Happy,,88023.0,18.0,Married,Female,Retired,Good,Religious,6.0,Moderate
Not Too Happy,83.0,44001.0,13.0,,Female,Employed,Excellent,Religious,7.0,Conservative
Very Happy,27.0,,8.0,Single,,Employed,Good,Religious,13.0,Moderate
Pretty Happy,,89994.0,14.0,Married,Female,Employed,,Religious,0.0,Liberal
Pretty Happy,29.0,57975.0,17.0,,Female,Retired,Excellent,Religious,10.0,Moderate
,23.0,,14.0,,Male,Employed,Excellent,Not Religious,6.0,Conservative
Very Happy,68.0,23449.0,16.0,Married,Male,,Excellent,,12.0,Liberal
Not Too Happy,21.0,145765.0,,Married,Male,Retired,Good,Religious,14.0,
Not Too Happy,79.0,44539.0,9.0,Divorced,Male,Employed,Fair,Religious,3.0,Liberal
Pretty Happy,35.0,37570.0,18.0,Married,Female,Employed,Excellent,Religious,,Moderate
Pretty Happy,41.0,149998.0,,Married,Male,Employed,,Not Religious,15.0,Liberal
Not Too Happy,26.0,118162.0,16.0,Married,,Employed,,Religious,0.0,
Pretty Happy,77.0,54081.0,13.0,Married,,Retired,Fair,Not Religious,16.0,Liberal
Very Happy,,31221.0,13.0,Married,Male,Student,Good,,12.0,Conservative
,24.0,119255.0,11.0,Married,Female,Employed,,Religious,19.0,Liberal
Pretty Happy,83.0,99591.0,11.0,Married,Female,Employed,Good,Not Religious,3.0,Liberal
Pretty Happy,27.0,114737.0,12.0,Married,Female,Retired,Good,Religious,3.0,Moderate
Pretty Happy,,121944.0,10.0,Single,Male,Unemployed,,Religious,3.0,Moderate
Not Too Happy,,36780.0,8.0,Married,Male,Employed,Fair,Not Religious,0.0,Liberal
Not Too Happy,46.0,64005.0,8.0,Married,Male,,Good,Religious,14.0,Liberal
Pretty Happy,,43698.0,19.0,Divorced,,Employed,Excellent,Not Religious,17.0,
Very Happy,73.0,38785.0,14.0,Single,Male,,Excellent,Not Religious,0.0,Moderate
Not Too Happy,26.0,35022.0,8.0,Married,,Employed,Fair,Religious,9.0,
Not Too Happy,82.0,82156.0,8.0,Divorced,Male,,Good,Religious,4.0,Moderate
,33.0,90865.0,10.0,Married,Female,Student,Good,Religious,17.0,
,64.0,124218.0,17.0,Married,Male,Unemployed,,Religious,13.0,Moderate
Not Too Happy,71.0,,,Single,Male,Retired,Fair,Not Religious,9.0,Liberal
Pretty Happy,42.0,106649.0,,Single,Female,,Good,Not Religious,2.0,Conservative
Pretty Happy,46.0,134806.0,9.0,Married,,Employed,Fair,Religious,2.0,Conservative
Pretty Happy,69.0,70968.0,8.0,Married,Male,Student,Fair,Religious,6.0,Liberal
Very Happy,64.0,54162.0,10.0,Single,Female,Employed,Good,Religious,14.0,Liberal
Pretty Happy,45.0,30296.0,18.0,Married,,Employed,Excellent,Religious,6.0,Liberal
Not Too Happy,58.0,144970.0,11.0,Divorced,Female,Employed,Fair,Not Religious,15.0,Liberal
Very Happy,58.0,147832.0,10.0,Married,Male,Employed,Good,Religious,,Moderate
Pretty Happy,38.0,94555.0,15.0,Divorced,Male,Employed,,Not Religious,11.0,Moderate
,61.0,97268.0,17.0,,Male,Retired,Excellent,Religious,0.0,Moderate
Pretty Happy,25.0,90498.0,8.0,Divorced,Male,Student,Excellent,Not Religious,5.0,Moderate
Not Too Happy,77.0,,9.0,Single,Female,Student,Poor,Religious,10.0,Moderate
,37.0,84840.0,14.0,Single,Female,Employed,Good,Religious,,Moderate
Pretty Happy,23.0,126773.0,11.0,Married,Male,,Good,Religious,9.0,Liberal
Pretty Happy,58.0,126932.0,,Married,Female,Employed,Fair,Not Religious,14.0,Liberal
Pretty Happy,18.0,66804.0,18.0,Married,Male,Retired,Good,Religious,13.0,Moderate
Very Happy,18.0,37368.0,10.0,Divorced,Female,Employed,Good,Religious,7.0,Liberal
Pretty Happy,78.0,39571.0,13.0,Divorced,Male,Unemployed,Excellent,Religious,9.0,Liberal
,,144440.0,16.0,Married,,Retired,Fair,Religious,3.0,Conservative
Very Happy,41.0,79950.0,8.0,Married,Female,Employed,Fair,,16.0,Moderate
Pretty Happy,25.0,82908.0,8.0,Married,Female,,Excellent,Not Religious,3.0,Liberal
Pretty Happy,75.0,96537.0,15.0,Single,Female,Student,Fair,Religious,9.0,Moderate
Not Too Happy,78.0,120774.0,10.0,Married,Male,Student,Fair,Religious,11.0,Moderate
Pretty Happy,39.0,50072.0,12.0,Single,Male,Employed,Good,Religious,8.0,Liberal
Pretty Happy,46.0,52735.0,,Widowed,,Employed,Good,Religious,11.0,Liberal
Pretty Happy,48.0,,12.0,Married,Male,Student,Good,,,Conservative
Very Happy,25.0,113843.0,18.0,Married,Female,,Excellent,Religious,,Liberal
Pretty Happy,78.0,91968.0,13.0,Married,Male,Employed,Fair,Religious,20.0,Liberal
Very Happy,,41953.0,15.0,Married,Female,,Fair,Religious,,Moderate
Not Too Happy,36.0,99013.0,10.0,Married,Female,Employed,Good,,10.0,Moderate
Very Happy,73.0,139068.0,10.0,Married,Male,Employed,Good,Religious,16.0,Liberal
Pretty Happy,66.0,49134.0,19.0,Divorced,Female,Employed,Excellent,Not Religious,12.0,Liberal
Very Happy,52.0,113488.0,18.0,Married,Female,Employed,Excellent,,8.0,Liberal
Not Too Happy,64.0,136317.0,18.0,Married,Male,,Good,Religious,7.0,Conservative
Pretty Happy,84.0,,17.0,Divorced,Female,Student,Excellent,Religious,,
Pretty Happy,29.0,54380.0,16.0,Single,Female,Retired,Good,Religious,1.0,Moderate
Very Happy,64.0,69308.0,11.0,Married,Male,Retired,Good,Not Religious,5.0,Conservative
Pretty Happy,18.0,110443.0,11.0,Single,Male,Unemployed,Fair,Not Religious,13.0,Liberal
Very Happy,64.0,88223.0,19.0,Married,Male,,Good,Religious,14.0,Conservative
Not Too Happy,41.0,52276.0,14.0,,Female,Employed,Good,Religious,,Conservative
Very Happy,45.0,58827.0,9.0,Single,Female,,,Religious,,Conservative
Very Happy,33.0,95584.0,,Single,Female,Employed,,Religious,18.0,
Very Happy,25.0,57488.0,13.0,Married,,Employed,Excellent,Religious,16.0,Moderate
Pretty Happy,36.0,98603.0,10.0,Divorced,Female,Retired,Excellent,Not Religious,0.0,Moderate
Pretty Happy,34.0,94323.0,16.0,Married,Female,Employed,Fair,Not Religious,20.0,
Very Happy,79.0,139237.0,12.0,Married,Male,,Excellent,Not Religious,12.0,Liberal
Pretty Happy,46.0,125861.0,15.0,Married,Female,Student,Fair,Not Religious,15.0,
Pretty Happy,31.0,92697.0,14.0,,Male,Retired,Poor,Religious,0.0,Liberal
,64.0,70558.0,15.0,Married,Female,Employed,Fair,Religious,18.0,Liberal
Pretty Happy,27.0,58210.0,14.0,,,,,Religious,12.0,
Pretty Happy,25.0,26564.0,10.0,Divorced,Male,Unemployed,Poor,Religious,5.0,Moderate
Pretty Happy,42.0,119864.0,9.0,Married,Male,Retired,Excellent,Religious,4.0,Moderate
Very Happy,72.0,29941.0,14.0,Married,Male,Employed,Good,Not Religious,,Moderate
Very Happy,71.0,99409.0,10.0,Married,Female,,Fair,Not Religious,5.0,Conservative
Not Too Happy,25.0,38078.0,10.0,Married,Male,Unemployed,Good,Not Religious,18.0,
Not Too Happy,19.0,148295.0,9.0,,Female,Retired,Good,Not Religious,14.0,Moderate
Pretty Happy,21.0,141100.0,11.0,Divorced,,Unemployed,Excellent,Not Religious,6.0,Liberal
Very Happy,83.0,121507.0,15.0,,,Employed,Good,Religious,18.0,Liberal
Pretty Happy,31.0,56397.0,19.0,Married,Male,Employed,,Not Religious,11.0,Moderate
Pretty Happy,55.0,111188.0,,Married,Male,Retired,Good,Religious,,Conservative
,25.0,120192.0,8.0,Divorced,Female,Employed,Poor,Religious,6.0,Moderate
Very Happy,,57618.0,19.0,Single,Female,Employed,,Not Religious,6.0,
Pretty Happy,84.0,,12.0,Divorced,Male,,Fair,Not Religious,1.0,Liberal
Pretty Happy,68.0,81137.0,18.0,Single,Male,Employed,Good,Religious,15.0,Liberal
,,83299.0,12.0,Married,Male,Unemployed,Good,Religious,12.0,Moderate
,64.0,55926.0,18.0,Married,,Unemployed,Poor,Religious,5.0,Liberal
Very Happy,56.0,112734.0,19.0,Single,Male,Employed,Fair,Religious,13.0,Liberal
Pretty Happy,58.0,63189.0,8.0,Married,Female,Employed,Good,Not Religious,7.0,Moderate
Very Happy,77.0,121066.0,13.0,Single,Female,Retired,Excellent,Religious,,Liberal
Very Happy,24.0,38019.0,8.0,Married,Male,Employed,Excellent,Religious,13.0,Liberal
Pretty Happy,36.0,104528.0,12.0,Married,Female,Employed,Good,Religious,9.0,Moderate
Very Happy,50.0,98107.0,16.0,Single,Female,Student,,Religious,1.0,Moderate
Pretty Happy,25.0,71940.0,19.0,,Female,Employed,Fair,Religious,1.0,Conservative
Very Happy,18.0,59137.0,12.0,Single,Female,Student,Excellent,Not Religious,10.0,Moderate
Very Happy,26.0,73421.0,13.0,,Female,Employed,Excellent,Religious,18.0,Moderate
Very Happy,70.0,89637.0,15.0,,Female,Employed,Good,Religious,15.0,Conservative
Pretty Happy,,136302.0,18.0,Married,Male,,Good,Religious,4.0,Moderate
Not Too Happy,33.0,101632.0,8.0,Married,Male,Student,,Religious,6.0,Liberal
Not Too Happy,53.0,35176.0,,Married,Male,,Good,Not Religious,,Liberal
Pretty Happy,52.0,83363.0,16.0,Married,Male,Employed,Good,Religious,1.0,Moderate
Pretty Happy,23.0,68064.0,10.0,Married,Male,Student,Fair,Not Religious,4.0,Moderate
Very Happy,27.0,96486.0,13.0,Married,Male,Employed,Good,Religious,5.0,Moderate
Very Happy,,,12.0,Married,Male,Employed,,Religious,15.0,Moderate
,32.0,86765.0,18.0,Married,Female,Employed,Good,,8.0,
Very Happy,53.0,102887.0,9.0,Married,Female,Retired,Fair,Religious,3.0,Conservative
,33.0,148915.0,14.0,,Female,Employed,,Not Religious,9.0,Moderate
Very Happy,,106076.0,11.0,Married,Female,,Fair,Religious,14.0,Liberal
Very Happy,39.0,128030.0,8.0,Single,Female,Employed,Good,Religious,11.0,Conservative
Very Happy,80.0,,11.0,Married,Female,Employed,Fair,Religious,11.0,Liberal
Pretty Happy,42.0,122441.0,13.0,,Male,Student,Fair,Religious,6.0,Moderate
Pretty Happy,51.0,108042.0,14.0,Married,Male,Student,,Not Religious,0.0,Conservative
Not Too Happy,60.0,60337.0,14.0,Single,Female,,Good,Religious,19.0,Moderate
Not Too Happy,49.0,,14.0,Divorced,Female,Retired,Excellent,Religious,9.0,Moderate
Pretty Happy,65.0,102445.0,10.0,Single,Female,Unemployed,Fair,Not Religious,4.0,
Very Happy,62.0,88423.0,13.0,Single,Male,Employed,Good,Religious,15.0,Liberal
Pretty Happy,40.0,58950.0,15.0,Married,Male,Retired,Good,Religious,11.0,Liberal
Pretty Happy,49.0,112383.0,11.0,Single,Female,Employed,Fair,Religious,5.0,Moderate
Very Happy,54.0,41704.0,15.0,Single,Female,Employed,Fair,Not Religious,,Moderate
Pretty Happy,,114265.0,,Married,Male,Retired,Excellent,Not Religious,7.0,Moderate
Pretty Happy,67.0,104434.0,17.0,,Male,Employed,Good,Religious,16.0,Liberal
Pretty Happy,30.0,65112.0,16.0,Married,Female,Retired,Good,,,Moderate
Pretty Happy,,92116.0,16.0,,Female,Employed,Good,Not Religious,,Moderate
Very Happy,28.0,135151.0,15.0,Single,Male,Unemployed,Good,Religious,12.0,Moderate
Not Too Happy,39.0,138794.0,17.0,Single,Female,Employed,Good,Religious,0.0,Moderate
Pretty Happy,20.0,60370.0,17.0,Married,Male,Unemployed,Good,Religious,2.0,Moderate
Very Happy,,36395.0,8.0,,Male,Retired,Fair,Not Religious,2.0,Moderate
Not Too Happy,22.0,21327.0,9.0,Married,Female,Employed,Excellent,Religious,1.0,Moderate
Pretty Happy,37.0,135252.0,13.0,Married,Male,Employed,Good,Religious,18.0,
Not Too Happy,34.0,140577.0,17.0,,Female,Employed,Excellent,Religious,2.0,Liberal
Pretty Happy,43.0,63812.0,12.0,,Female,Employed,Excellent,Religious,19.0,Conservative
Pretty Happy,44.0,132710.0,19.0,Married,Female,Unemployed,Excellent,Not Religious,8.0,Liberal
,33.0,32256.0,16.0,,Male,Student,Good,Religious,18.0,Liberal
Very Happy,23.0,113789.0,,Married,,,Fair,Religious,9.0,Conservative
Pretty Happy,46.0,67019.0,9.0,Widowed,Male,Retired,,Religious,4.0,Liberal
Pretty Happy,69.0,147311.0,17.0,Married,Female,Retired,Excellent,Religious,17.0,Moderate
Very Happy,39.0,,11.0,Married,Female,Employed,Poor,Not Religious,10.0,Conservative
Very Happy,71.0,136233.0,16.0,Married,Female,Unemployed,Excellent,Religious,14.0,Conservative
Not Too Happy,36.0,28081.0,,Married,Female,Retired,Fair,Not Religious,7.0,Conservative
Not Too Happy,,43821.0,18.0,Married,Female,Employed,Excellent,Religious,10.0,Liberal
Pretty Happy,35.0,98947.0,8.0,Single,,Employed,Fair,Religious,11.0,Moderate
Very Happy,57.0,20638.0,19.0,Divorced,Male,,Good,,14.0,Liberal
,52.0,98052.0,,Single,Male,Student,Fair,Religious,6.0,Moderate
Very Happy,77.0,138889.0,18.0,,Female,Student,Fair,Religious,2.0,Conservative
Not Too Happy,76.0,112511.0,10.0,Single,Male,Retired,Good,Not Religious,16.0,
Very Happy,18.0,147149.0,17.0,Married,Male,Employed,Excellent,Religious,14.0,
Pretty Happy,,134192.0,9.0,Married,Female,Employed,Fair,Religious,8.0,Moderate
Very Happy,40.0,114599.0,16.0,Single,Female,Employed,Good,Not Religious,,Moderate
,37.0,37406.0,10.0,Single,Male,,,Not Religious,6.0,Conservative
Pretty Happy,48.0,68668.0,9.0,Married,Female,Unemployed,Excellent,Religious,,Liberal
,42.0,,19.0,Married,Female,,Fair,Religious,14.0,Moderate
Very Happy,59.0,,15.0,,Female,Student,Excellent,Religious,,Conservative
Very Happy,45.0,62572.0,17.0,Married,Male,Unemployed,Good,Not Religious,13.0,
Very Happy,29.0,124639.0,,Married,Male,Employed,Good,Not Religious,7.0,Liberal
Not Too Happy,71.0,27146.0,13.0,Single,Female,Employed,Fair,Not Religious,1.0,Moderate
Not Too Happy,31.0,62248.0,17.0,Married,Female,Employed,Poor,Not Religious,16.0,Liberal
Pretty Happy,20.0,39591.0,18.0,Married,Female,Retired,Poor,Religious,3.0,Liberal
Pretty Happy,23.0,119156.0,14.0,Married,,Retired,Excellent,Not Religious,,Conservative
Pretty Happy,18.0,113026.0,14.0,Single,Male,Employed,Fair,Religious,9.0,Moderate
Very Happy,81.0,140887.0,18.0,Single,Male,Employed,Excellent,Religious,14.0,Conservative
,22.0,90426.0,13.0,Single,Female,,Good,Religious,18.0,Conservative
Pretty Happy,79.0,110342.0,11.0,Widowed,,Employed,Good,Not Religious,5.0,Moderate
Pretty Happy,22.0,143002.0,18.0,Single,Male,Employed,Excellent,Not Religious,4.0,Liberal
Pretty Happy,41.0,127475.0,16.0,Married,Female,Employed,Poor,Religious,8.0,Moderate
Very Happy,62.0,26639.0,13.0,Married,Male,Employed,Excellent,Not Religious,8.0,Liberal
Very Happy,40.0,67702.0,11.0,Single,Male,,Good,Not Religious,12.0,Conservative
Pretty Happy,85.0,57087.0,19.0,Single,Male,Employed,Fair,Religious,10.0,Liberal
Very Happy,54.0,92428.0,10.0,Single,Male,,Fair,Religious,14.0,Liberal
Pretty Happy,27.0,135511.0,,Single,Male,,Excellent,Not Religious,12.0,Moderate
Very Happy,30.0,112146.0,10.0,Married,Female,,Good,Religious,11.0,Liberal
Pretty Happy,48.0,97515.0,9.0,Married,Female,Employed,Fair,,15.0,Liberal
Very Happy,71.0,45766.0,12.0,Married,Male,Employed,Good,Not Religious,13.0,Moderate
Pretty Happy,72.0,39422.0,9.0,Married,Female,Employed,Good,Not Religious,9.0,Liberal
Pretty Happy,33.0,100241.0,13.0,Married,Male,Employed,Excellent,Religious,0.0,
Very Happy,27.0,141085.0,10.0,Single,Female,Retired,Good,Not Religious,0.0,Liberal
Pretty Happy,51.0,135509.0,13.0,Single,Female,Employed,Fair,Religious,,
Pretty Happy,67.0,139767.0,18.0,Married,Female,Retired,Good,Religious,,Moderate
Pretty Happy,35.0,146517.0,17.0,Married,Female,Employed,Good,Religious,,Moderate
,35.0,73941.0,,Married,Male,Employed,Good,Religious,5.0,Moderate
Pretty Happy,,140899.0,8.0,Married,Male,Employed,Good,Not Religious,,Liberal
Very Happy,79.0,21600.0,13.0,Single,Female,,Excellent,Religious,11.0,Conservative
Very Happy,21.0,104421.0,16.0,Single,Male,,Excellent,Religious,,Liberal
Very Happy,18.0,42984.0,,Single,Male,Retired,Good,Religious,,Moderate
Pretty Happy,38.0,92399.0,11.0,,Female,Student,Good,Not Religious,1.0,Conservative
Very Happy,29.0,92903.0,18.0,Single,Female,,,,0.0,Conservative
Pretty Happy,43.0,27975.0,19.0,Married,Female,,,Religious,10.0,Liberal
,40.0,51297.0,9.0,Married,Male,Employed,Good,Religious,7.0,Liberal
Pretty Happy,,48087.0,11.0,Married,Female,Employed,Excellent,Not Religious,19.0,Moderate
Pretty Happy,66.0,43754.0,8.0,Widowed,Male,Student,Poor,,6.0,Liberal
Very Happy,41.0,50751.0,10.0,Married,Male,Retired,Good,Religious,8.0,Conservative
Very Happy,55.0,86458.0,17.0,Married,Female,Employed,Excellent,Religious,6.0,Moderate
Pretty Happy,66.0,90821.0,16.0,Divorced,Male,Retired,Excellent,Not Religious,11.0,Moderate
Pretty Happy,22.0,26533.0,17.0,Divorced,Male,Employed,Poor,Religious,0.0,Liberal
Pretty Happy,72.0,39202.0,12.0,Single,Female,Employed,Excellent,Religious,9.0,Moderate
Pretty Happy,69.0,45534.0,18.0,Married,Male,Employed,Fair,Religious,0.0,Moderate
Very Happy,62.0,81144.0,13.0,Married,Male,Unemployed,Excellent,Religious,13.0,Conservative
Not Too Happy,36.0,39836.0,10.0,,Male,Retired,Poor,Not Religious,1.0,Liberal
Pretty Happy,37.0,84217.0,,Married,,Employed,Fair,Religious,,Liberal
Pretty Happy,18.0,35912.0,18.0,Married,Male,Employed,Good,Not Religious,18.0,Liberal
Very Happy,33.0,90943.0,15.0,Married,Female,Employed,Excellent,Not Religious,17.0,Liberal
Pretty Happy,19.0,120089.0,13.0,Divorced,Female,Unemployed,Excellent,Religious,14.0,Moderate
Pretty Happy,71.0,80348.0,11.0,Married,Male,,Good,Not Religious,13.0,Conservative
Very Happy,76.0,55752.0,,Single,Female,Employed,Good,Not Religious,5.0,Liberal
Not Too Happy,21.0,125296.0,,,Male,Employed,Excellent,Not Religious,9.0,Conservative
Very Happy,45.0,62638.0,,Married,Male,Employed,,Religious,,Liberal
Not Too Happy,53.0,130836.0,8.0,Single,Female,Employed,Good,Religious,3.0,Liberal
Pretty Happy,45.0,48665.0,,Married,,Retired,Good,Religious,,Liberal
,60.0,135505.0,12.0,Married,Male,,Excellent,Religious,5.0,
Not Too Happy,28.0,34103.0,16.0,Divorced,Female,Employed,Good,Religious,7.0,Moderate
Pretty Happy,75.0,83784.0,8.0,Single,Male,Retired,Excellent,Not Religious,13.0,Conservative
Pretty Happy,21.0,81297.0,9.0,,Female,Employed,,Religious,4.0,Liberal
Very Happy,38.0,49308.0,13.0,Married,Male,Employed,,Not Religious,12.0,Liberal
Very Happy,46.0,129216.0,12.0,Single,,Employed,Fair,Religious,16.0,Moderate
Very Happy,32.0,,18.0,Single,Male,Retired,,Religious,18.0,Moderate
,30.0,89394.0,14.0,,,Employed,Poor,Religious,4.0,Conservative
Pretty Happy,76.0,,10.0,Married,Male,Student,Good,Religious,8.0,Moderate
Pretty Happy,,75855.0,,,,Employed,Good,Not Religious,2.0,Moderate
Very Happy,43.0,,17.0,Married,,Employed,,Religious,18.0,Moderate
Not Too Happy,66.0,69522.0,9.0,Single,Female,,Good,Religious,10.0,Liberal
Not Too Happy,47.0,61693.0,10.0,Married,,Unemployed,Excellent,Not Religious,0.0,Moderate
Very Happy,,83185.0,17.0,Divorced,Female,,,Religious,18.0,Conservative
Very Happy,34.0,86980.0,8.0,Married,Female,Employed,Good,Not Religious,11.0,Liberal
Very Happy,,42199.0,12.0,Divorced,Female,Unemployed,Excellent,,,Moderate
Pretty Happy,40.0,57005.0,19.0,Divorced,Female,Employed,Excellent,Religious,,Moderate
,39.0,32702.0,12.0,Divorced,Female,Unemployed,Excellent,Religious,5.0,Liberal
,27.0,63442.0,19.0,Single,Female,Retired,Good,Religious,11.0,Liberal
Very Happy,26.0,,18.0,Married,Male,Employed,Excellent,Religious,2.0,Conservative
Pretty Happy,24.0,,14.0,Widowed,Female,Employed,Excellent,Religious,6.0,Liberal
Very Happy,26.0,31119.0,11.0,Married,Female,,Excellent,Not Religious,7.0,Liberal
Very Happy,64.0,78629.0,10.0,Single,Male,Retired,Good,Not Religious,19.0,Liberal
Pretty Happy,75.0,101056.0,8.0,Single,Male,Employed,Fair,Religious,2.0,Moderate
,51.0,115813.0,19.0,Single,Male,Employed,Good,Religious,,Moderate
Pretty Happy,39.0,,15.0,Married,Female,,,Religious,,
Very Happy,75.0,49291.0,10.0,Single,,Employed,Excellent,Religious,14.0,Liberal
Pretty Happy,30.0,26432.0,,Divorced,Male,Retired,Poor,Not Religious,14.0,Conservative
Pretty Happy,32.0,,18.0,Married,Female,,Good,Religious,9.0,Liberal
Very Happy,45.0,96354.0,11.0,Divorced,Female,,Good,Religious,9.0,Liberal
,39.0,54088.0,10.0,Married,Male,Employed,,Religious,15.0,Moderate
Very Happy,74.0,119868.0,8.0,Married,Female,Employed,Fair,Not Religious,11.0,Liberal
,59.0,21316.0,10.0,Married,Female,Employed,Good,Religious,4.0,Conservative
Not Too Happy,18.0,,19.0,Married,Female,Employed,Excellent,,19.0,Conservative
Not Too Happy,,105543.0,9.0,Divorced,Female,Employed,Excellent,Religious,1.0,
Not Too Happy,55.0,45419.0,15.0,,Female,Employed,Good,Not Religious,7.0,Conservative
Pretty Happy,55.0,46916.0,13.0,Married,Female,Employed,Fair,,6.0,
Very Happy,74.0,94212.0,16.0,Married,,Employed,Fair,Religious,17.0,Conservative
Pretty Happy,60.0,132123.0,15.0,Single,Female,Employed,Good,Not Religious,15.0,Liberal
Pretty Happy,33.0,36633.0,17.0,Single,Female,Employed,,Religious,16.0,Moderate
Very Happy,,53467.0,10.0,Married,Female,Employed,Excellent,Religious,17.0,Liberal
Pretty Happy,,,12.0,Married,Male,,Good,Religious,10.0,
Very Happy,34.0,95634.0,14.0,Divorced,Female,,Good,Not Religious,7.0,Liberal
Not Too Happy,48.0,97508.0,12.0,,Male,Employed,Excellent,Not Religious,8.0,Moderate
Very Happy,35.0,79520.0,15.0,Married,Female,Retired,Fair,Religious,4.0,Liberal
